TOPIK,Username_Posting_Owner,Link_Post_IG,Username_Komentar,Isi_Komentar,Sentimen
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,andymrais,Yah lahan basah nya kebagi dah 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,kiki.alzio,Salah satu dwifungsi yaitu punya arena sabung ayam gitu ta? 😂,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,mikaevelinp,Omon omon percuma Reformasi 98,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,setyawancan,"Bagus lah, emqng ngeri narkotik ini, gas terus",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,chinasinyo888,"Bpa ga sklian bsa penyidikan,,?",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,faa.izal,Neo orde baru😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,navollion99,Ngaco! Masyarakat dibuat tidak percaya instansi lagi. Cetak sawah saja gagal 👎☹👎,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,agungdh14,Kapan perang dgn KKB papua??,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,joshuaawesome38,Lawak makin hari negara ini😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,trend_screener25,Ya taulah itu lahan bukan hanya basah,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,nourishedbymind,Bisa terjadi saling sikut ntar Krn Konoha ini identik dgn aroma perpolitikan ini ibarat minyak dan gas keduanya rawan kebakar😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,f4uzi04__,😂😂😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,herrymjt,"ini bisa perang tni vs polri, rebutan lapak..",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,efwitanst,Setuju..,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,mu.5142,Bisa ikut perang ke palestina gak?,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,lukmanabc95,"Jangan sih, kasus ganja di Semeru dan di kerinci aja ngoyo..",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,theodjibriel,"Lah kan yang punya BUMN mereka, BADAN USAHA MENJUAL NARKOBA",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,roi_2tak,Kejadian yg di Lampung tolong dipertimbangkan,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,pa.imah.13,Cuan .. cuan ..,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,qe0nkraider,"Bagi"" rezeki",0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,fanyfirlani,"Hadeehhhh mau ngapain sih, urus aja Negara",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,slametsuburraharjo,"Cuma mengurangi omset bandar aja ini mah, awalnya share sama coklat, skrng sama ijo juga 😅",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,untuktobias00,Wkwkw emang yg megang narkoba siapa?,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,fi_rmansyah3358,Mantap,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,bennykuncoro,"tanpa dilindungi Undang Undang saja para perwira menengah sampai atas rata rata sudah punya lahan kaplingan sendiri sendiri, juga yg via bendera Primkopad Primkopal Primkopau dll, bisnis tanpa backingan bisa apa😂😂",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ririssetiawan,Yah kocak,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,_homo_homini_lupus_1,Tolak RUU TNI 🔥,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,beetlevint,Daripada Polisi yang kuasain politik. 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,jay_danatunai_sumut,"Kalau saya sangat setuju, biar ada nantinya menjadi Pembanding antar Kepolisian dan TNI, menuju Indonesia yang lebih baik",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,tom_prima,Ini sangat menghawatirkan,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,grod_su,untuk masalah narkotika setuju saja lah di berantas.,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,harsha_wrd,Masa cuma polisi yg bisa koleksi moge+supercar😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,rafl19,lumayan tambah pemasukan 🤑🤑🤑🤑💰💰💰💰,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,b_kombara,Bagi2 ini😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,pramitha_wijaya,Bagus. Awasi aparat lainnya juga.,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,beenbakri,"Kalau biasanya ni ya, ada tambahan kerjaan diluar jobdesc ya orang pada kagak mau.",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,hansip.cyber,Prajurit militer bisa backing sabung ayam 🔥,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,siabangtorus,"Perlahan tapi pasti, Orba Reborn: Zangkreek Boss!",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,purwono260,👍👍👍,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,golferbahagia,TNI sebagai penyeimbang... Karena selama ini dipegang polisi. Ya kita bisa rasakan bersama....,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,yermiarahmat,Waduh ga malah jadi sarang tuh 😂 bisnis baru cuan unlimited,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,oong_goal,"Ngurus narkoba di Indonesia tumpang tindih,",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,arhan_putraaa,"Lah banyak yg dikawal mereka kok pelakunya, fokus aja bersih-bersih instansi mereka sendiri",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,tyok191,"masih percaya mereka mau menangani, kyknya cm bagi2 cuan aja. jd kyk jaringan yg tmbh meluas",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,agusazhari,Oknumnya akan bertambah😂,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,armanizer5,Serem,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,bowo.jkt,"Artinya Polri dah ga sanggup gitu?? Apa sebabnya? Krn tentara yg beking kah?? Kenapa nggak dibikin Tim khusus dulu, kerja berdasar deadline.. Ga perlu tentara permanen ngurus narkoba !",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,danuakbar91,TNI itu jaga kedaulatan sana jaga laut hutan dari tetoris,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,deden_mubarak,Bisa berantas sabung ayam gak?,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,dinacism,"Selain itu, kerjasama ama mafia narkoba 🤭",0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,agus_bustanul_arifin,"Nanti ikutan main, trs ga terima klw keciduk",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,gustmertha,"Tangani kasus sipil atau kasus di TNI. Penempatan militer di narkoba,jaksa dan ma sangat tidak bagus. Kalau BKO atau meminta perlindungan seperti yang di lakukan jaksa itu bagus",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,zaki_prty,"Jangan di kasihlah,cukup ngawasin aja, kalo udah oknum bermain silahkan bereskan di tempat.. jadi tugasnya TNI buat ngawasin instansi paramiliter biar gak menyimpang dari yg seharusnya.. jgn malah ikut penanganan, nanti malah ikut kecemplung. Bikin satgas militer buat cek barbuk and BAP sampe ke kejaksaan,pas pemusnahan barangnya juga Satgas TNI nya ngawasin. Harus di piket jgn slalu sama yg ngawasin nanti malah saling kenal dekat cinlok dan berbagi hasil .. jgn sampe bgitu.. kalo prajuritnya ada main juga nanti POLMiliter yg turun tangan ..",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ds.0522,Ahh mau ikut dapet setoran itu.,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,aditiaanggawibowo,"Dukung penuh, saatnya Harimau turun gunung, karena mereka tau siapa oknum yg bermain!",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,kerjanesia75,Ladang cuan,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,setiawandeady,Hansip perumahan ajak juga dong sama sama ijo,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,danmlrz,Aslinya Prajurit ikut melindungi Bandar,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,hardi.mng,Bravo bersama sabung ayam. TOLAK RUU DWIFUNGSI !,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,mat_borong08,"wong udah ngatur lalin & jaga jalur busway jg koq 😂😂, smw krjaan mw di ambil sma mreka",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,wisnuaji1010_,Ingat zaman Soeharto? 😂 Jangan percaya admin ini 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,nero_n214,"Jgnkan narkoba, ayam aja d jagain 😂",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,mursyalin_group,Bisnisnya asyik nihh,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,republik_rakat,Hmmmm..tau aja nih mana tempat yg basah 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,bagastian87,Bisa jadi kasir dan juru parkir indomaret juga gak min,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,pak_dik_rt,bagi bagi duit nih,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,boas_yudhit,😢,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,hsnlhytii_,Setidak becus itukah polisi dan bnn?:v,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,midunsimatupang16,Untuk apa ikut lagi? kan udah ada Polisi & BNN 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,teguh_s37,👏,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,candide1694,Ide bagus biar gak dipegang polisi doang😂,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,mesin.alatberat,Masyarakat rindu PETRUS,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,bleks_sr,"Ini baru bagus, jadi TNI bisa tangkap oknum"" polisi yg jadi bandar narkoba. Seru ini. Mantap pak Prabowo. Karna polisi gagal tangani narkoba",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,nfitas_,Bisa nangkep polisi gk yah😅 @nanda_gilli,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,nrhlaal,Tugas TNI semua bisa kecuali berantas KKB 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,r_verd_,"Biar bagi2 kuenya, gk cma yg coklat aja yg dpt cuan😂",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ariefnuruddin53,Ditambahi dan bs....😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,iganom90,🔥🤬,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,fajer_kheir,Maunya tugasnya tangkap oknum parcok,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,agussanjaya_108,Semua dirubah demi kepuasan kalangan elit.. Indonesia menuju kehancuran.. 😂😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,digdo_mulyanto,👏👏,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,3j_ol_shop,Wilayah rawan konplik nih....,0
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,uncle.eggo,Sekalian aja dimasukin protokol kudeta.,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,riskiakbar.id,"Beking sabung ayam aja dor2 an sampai meninggal 3 pula.
Apalagi ujung2 nya beking kelas kakap beginian 🙏🏻 duh",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,kurniaindra2023,🔥🔥🔥,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ichsansoekarno,"Bawah rebutan judi sama narkoba, tengah rebutan tambang, Atas rebutan direksi/komisaris & proyek2 pemerintah.. Bakal banyak adu tembak kykny? Seru nih... 🤡🤭🤪🤣",1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,okagg07,TNI mau di rusak,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ege_raul,Bisa cemburu polisi nanti ada saingan,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,adididien,Kyane Damkar jg sangat layak d pertimbangkan nih buat perluasan kewenangan 🔥,1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,83mona1974,Bandar : NAMBAH LAGI 1 YG KUDU DI-AMPLOP-IN.,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,sofyan_harjono,Ngembet kmn² 😂,-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,danishwilliam87,"Kok pelanggaran HAM, emang kalo ngurusi kasus narkoba itu melanggar HAM ya, agak aneh statmennya, gk tau kalo bagian dari PKI jadi alergi terhadap TNI 😉",-1
Gimana menurut kalian?   Prajurit TNI bakal ikut menangani kasus tindak pidana narkotika jika RUU TNI disahkan oleh DPR nanti.   Guru Besar Universita...,bisniscom,https://www.instagram.com/p/DHUkuznhYXE/,ciitrabakara,"Sejauh mana terlibatnya? Udah deh, ngadi2 semuanya. Skrg udah bagus, tinggal memperbaiki SDM nya aja",-1
